epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.83623,0.98733,10.616,0.34169,0,0,0,0,1.68142,12.8629,0.53479,0.00015003,0.00015003,0.00015003
2,15.3846,3.58377,11.3209,0.99198,0,0,0,0,5.26717,8.26548,1.31325,0.000212209,0.000212209,0.000212209
3,22.6477,5.04268,9.89904,1.29737,0,0,0,0,5.04307,7.58822,1.1731,0.000164366,0.000164366,0.000164366
